PANTHER GO-Slim Biological Process	background_genes.fst.txt - REFLIST (11890)	(433)	(expected)	(over/under)	(fold Enrichment)	P-value
clathrin-dependent endocytosis (GO:0072583)	11	0	.40	-	 < 0.01	1.00E00
T cell activation involved in immune response (GO:0002286)	2	0	.07	-	 < 0.01	1.00E00
lymphocyte activation involved in immune response (GO:0002285)	2	0	.07	-	 < 0.01	1.00E00
DNA demethylation (GO:0080111)	6	0	.22	-	 < 0.01	1.00E00
cholesterol transport (GO:0030301)	11	0	.40	-	 < 0.01	1.00E00
macrophage activation involved in immune response (GO:0002281)	1	0	.04	-	 < 0.01	1.00E00
positive regulation of cation channel activity (GO:2001259)	5	0	.18	-	 < 0.01	1.00E00
response to steroid hormone (GO:0048545)	8	0	.29	-	 < 0.01	1.00E00
skeletal muscle contraction (GO:0003009)	8	0	.29	-	 < 0.01	1.00E00
negative regulation of chromosome organization (GO:2001251)	10	0	.36	-	 < 0.01	1.00E00
transforming growth factor beta receptor superfamily signaling pathway (GO:0141091)	31	0	1.13	-	 < 0.01	6.29E-01
protein processing involved in protein targeting to mitochondrion (GO:0006627)	1	0	.04	-	 < 0.01	1.00E00
developmental process involved in reproduction (GO:0003006)	26	0	.95	-	 < 0.01	1.00E00
regionalization (GO:0003002)	47	0	1.71	-	 < 0.01	4.19E-01
protein targeting to lysosome (GO:0006622)	2	0	.07	-	 < 0.01	1.00E00
positive regulation of cell-cell adhesion (GO:0022409)	9	0	.33	-	 < 0.01	1.00E00
post-translational protein targeting to endoplasmic reticulum membrane (GO:0006620)	7	0	.25	-	 < 0.01	1.00E00
negative regulation of cell-cell adhesion (GO:0022408)	7	0	.25	-	 < 0.01	1.00E00
regulation of cell-cell adhesion (GO:0022407)	15	0	.55	-	 < 0.01	1.00E00
negative regulation of mitotic cell cycle phase transition (GO:1901991)	29	0	1.06	-	 < 0.01	6.26E-01
myeloid leukocyte activation (GO:0002274)	2	0	.07	-	 < 0.01	1.00E00
cellular response to light stimulus (GO:0071482)	8	0	.29	-	 < 0.01	1.00E00
negative regulation of intrinsic apoptotic signaling pathway (GO:2001243)	4	0	.15	-	 < 0.01	1.00E00
regulation of intrinsic apoptotic signaling pathway (GO:2001242)	7	0	.25	-	 < 0.01	1.00E00
response to oxidative stress (GO:0006979)	22	0	.80	-	 < 0.01	1.00E00
negative regulation of cell cycle phase transition (GO:1901988)	46	0	1.68	-	 < 0.01	4.15E-01
SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	7	0	.25	-	 < 0.01	1.00E00
interstrand cross-link repair (GO:0036297)	11	0	.40	-	 < 0.01	1.00E00
cotranslational protein targeting to membrane (GO:0006613)	7	0	.25	-	 < 0.01	1.00E00
protein export from nucleus (GO:0006611)	10	0	.36	-	 < 0.01	1.00E00
epithelial cilium movement involved in extracellular fluid movement (GO:0003351)	2	0	.07	-	 < 0.01	1.00E00
response to osmotic stress (GO:0006970)	4	0	.15	-	 < 0.01	1.00E00
cell activation involved in immune response (GO:0002263)	3	0	.11	-	 < 0.01	1.00E00
regulation of cellular pH (GO:0030641)	27	0	.98	-	 < 0.01	6.25E-01
positive regulation of extrinsic apoptotic signaling pathway (GO:2001238)	4	0	.15	-	 < 0.01	1.00E00
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	11	0	.40	-	 < 0.01	1.00E00
regulation of extrinsic apoptotic signaling pathway (GO:2001236)	15	0	.55	-	 < 0.01	1.00E00
positive regulation of apoptotic signaling pathway (GO:2001235)	8	0	.29	-	 < 0.01	1.00E00
negative regulation of apoptotic signaling pathway (GO:2001234)	16	0	.58	-	 < 0.01	1.00E00
regulation of apoptotic signaling pathway (GO:2001233)	24	0	.87	-	 < 0.01	1.00E00
NLS-bearing protein import into nucleus (GO:0006607)	10	0	.36	-	 < 0.01	1.00E00
protein import into nucleus (GO:0006606)	36	0	1.31	-	 < 0.01	6.42E-01
positive regulation of cell motility (GO:2000147)	51	0	1.86	-	 < 0.01	2.64E-01
G2/M transition of mitotic cell cycle (GO:0000086)	3	0	.11	-	 < 0.01	1.00E00
regulation of wound healing (GO:0061041)	6	0	.22	-	 < 0.01	1.00E00
miRNA processing (GO:0035196)	12	0	.44	-	 < 0.01	1.00E00
amino sugar catabolic process (GO:0046348)	3	0	.11	-	 < 0.01	1.00E00
activation of immune response (GO:0002253)	41	0	1.49	-	 < 0.01	4.05E-01
immune effector process (GO:0002252)	9	0	.33	-	 < 0.01	1.00E00
regulatory ncRNA-mediated post-transcriptional gene silencing (GO:0035194)	9	0	.33	-	 < 0.01	1.00E00
adaptive immune response (GO:0002250)	8	0	.29	-	 < 0.01	1.00E00
spermatid differentiation (GO:0048515)	4	0	.15	-	 < 0.01	1.00E00
humoral immune response (GO:0006959)	7	0	.25	-	 < 0.01	1.00E00
rhythmic process (GO:0048511)	23	0	.84	-	 < 0.01	1.00E00
alpha-amino acid biosynthetic process (GO:1901607)	23	0	.84	-	 < 0.01	1.00E00
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	12	0	.44	-	 < 0.01	1.00E00
multicellular organismal-level homeostasis (GO:0048871)	12	0	.44	-	 < 0.01	1.00E00
complement activation (GO:0006956)	4	0	.15	-	 < 0.01	1.00E00
DNA damage checkpoint signaling (GO:0000077)	19	0	.69	-	 < 0.01	1.00E00
regulation of ERK1 and ERK2 cascade (GO:0070372)	16	0	.58	-	 < 0.01	1.00E00
DNA replication checkpoint signaling (GO:0000076)	8	0	.29	-	 < 0.01	1.00E00
inflammatory response (GO:0006954)	20	0	.73	-	 < 0.01	1.00E00
cell cycle checkpoint signaling (GO:0000075)	37	0	1.35	-	 < 0.01	6.45E-01
negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)	6	0	.22	-	 < 0.01	1.00E00
hematopoietic progenitor cell differentiation (GO:0002244)	1	0	.04	-	 < 0.01	1.00E00
positive regulation of JNK cascade (GO:0046330)	8	0	.29	-	 < 0.01	1.00E00
stem cell development (GO:0048864)	29	0	1.06	-	 < 0.01	6.26E-01
syncytium formation (GO:0006949)	3	0	.11	-	 < 0.01	1.00E00
stem cell differentiation (GO:0048863)	29	0	1.06	-	 < 0.01	6.26E-01
striated muscle contraction (GO:0006941)	20	0	.73	-	 < 0.01	1.00E00
response to molecule of bacterial origin (GO:0002237)	14	0	.51	-	 < 0.01	1.00E00
regulation of JNK cascade (GO:0046328)	12	0	.44	-	 < 0.01	1.00E00
negative regulation of programmed cell death (GO:0043069)	51	0	1.86	-	 < 0.01	2.64E-01
positive regulation of programmed cell death (GO:0043068)	32	0	1.17	-	 < 0.01	6.31E-01
regulation of programmed cell death (GO:0043067)	97	0	3.53	-	 < 0.01	5.19E-02
negative regulation of apoptotic process (GO:0043066)	50	0	1.82	-	 < 0.01	2.64E-01
positive regulation of apoptotic process (GO:0043065)	31	0	1.13	-	 < 0.01	6.29E-01
cilium movement involved in cell motility (GO:0060294)	10	0	.36	-	 < 0.01	1.00E00
sterol transport (GO:0015918)	16	0	.58	-	 < 0.01	1.00E00
regulation of muscle contraction (GO:0006937)	9	0	.33	-	 < 0.01	1.00E00
muscle contraction (GO:0006936)	31	0	1.13	-	 < 0.01	6.29E-01
negative regulation of cysteine-type endopeptidase activity (GO:2000117)	3	0	.11	-	 < 0.01	1.00E00
positive regulation of mRNA catabolic process (GO:0061014)	29	0	1.06	-	 < 0.01	6.26E-01
toll-like receptor signaling pathway (GO:0002224)	4	0	.15	-	 < 0.01	1.00E00
pattern recognition receptor signaling pathway (GO:0002221)	12	0	.44	-	 < 0.01	1.00E00
cilium-dependent cell motility (GO:0060285)	14	0	.51	-	 < 0.01	1.00E00
long-chain fatty acid transport (GO:0015909)	4	0	.15	-	 < 0.01	1.00E00
fatty acid transport (GO:0015908)	19	0	.69	-	 < 0.01	1.00E00
transition metal ion transport (GO:0000041)	36	0	1.31	-	 < 0.01	6.42E-01
activation of innate immune response (GO:0002218)	13	0	.47	-	 < 0.01	1.00E00
endoplasmic reticulum tubular network organization (GO:0071786)	10	0	.36	-	 < 0.01	1.00E00
centrosome duplication (GO:0051298)	10	0	.36	-	 < 0.01	1.00E00
male sex differentiation (GO:0046661)	1	0	.04	-	 < 0.01	1.00E00
protein localization to Golgi apparatus (GO:0034067)	9	0	.33	-	 < 0.01	1.00E00
inner ear development (GO:0048839)	2	0	.07	-	 < 0.01	1.00E00
establishment of spindle orientation (GO:0051294)	10	0	.36	-	 < 0.01	1.00E00
establishment of spindle localization (GO:0051293)	17	0	.62	-	 < 0.01	1.00E00
sarcomere organization (GO:0045214)	15	0	.55	-	 < 0.01	1.00E00
protein N-linked glycosylation via asparagine (GO:0018279)	10	0	.36	-	 < 0.01	1.00E00
somatic diversification of immune receptors via germline recombination within a single locus (GO:0002562)	2	0	.07	-	 < 0.01	1.00E00
somatic diversification of immune receptors (GO:0002200)	2	0	.07	-	 < 0.01	1.00E00
lymphocyte proliferation (GO:0046651)	1	0	.04	-	 < 0.01	1.00E00
regulation of macrophage activation (GO:0043030)	1	0	.04	-	 < 0.01	1.00E00
cellular response to BMP stimulus (GO:0071773)	15	0	.55	-	 < 0.01	1.00E00
response to BMP (GO:0071772)	15	0	.55	-	 < 0.01	1.00E00
negative regulation of sequestering of calcium ion (GO:0051283)	21	0	.76	-	 < 0.01	1.00E00
triglyceride homeostasis (GO:0070328)	5	0	.18	-	 < 0.01	1.00E00
regulation of sequestering of calcium ion (GO:0051282)	25	0	.91	-	 < 0.01	1.00E00
ribosomal large subunit assembly (GO:0000027)	8	0	.29	-	 < 0.01	1.00E00
spliceosomal snRNP assembly (GO:0000387)	14	0	.51	-	 < 0.01	1.00E00
vesicle targeting (GO:0006903)	8	0	.29	-	 < 0.01	1.00E00
vesicle budding from membrane (GO:0006900)	25	0	.91	-	 < 0.01	1.00E00
alternative mRNA splicing, via spliceosome (GO:0000380)	6	0	.22	-	 < 0.01	1.00E00
lymphocyte activation (GO:0046649)	15	0	.55	-	 < 0.01	1.00E00
cellular response to organic cyclic compound (GO:0071407)	23	0	.84	-	 < 0.01	1.00E00
regulation of release of sequestered calcium ion into cytosol (GO:0051279)	4	0	.15	-	 < 0.01	1.00E00
central nervous system neuron differentiation (GO:0021953)	5	0	.18	-	 < 0.01	1.00E00
dendrite morphogenesis (GO:0048813)	2	0	.07	-	 < 0.01	1.00E00
regulation of DNA recombination (GO:0000018)	6	0	.22	-	 < 0.01	1.00E00
granulocyte migration (GO:0097530)	3	0	.11	-	 < 0.01	1.00E00
anatomical structure homeostasis (GO:0060249)	4	0	.15	-	 < 0.01	1.00E00
telomere localization (GO:0034397)	1	0	.04	-	 < 0.01	1.00E00
myeloid leukocyte migration (GO:0097529)	3	0	.11	-	 < 0.01	1.00E00
regulation of leukocyte proliferation (GO:0070663)	5	0	.18	-	 < 0.01	1.00E00
leukocyte proliferation (GO:0070661)	1	0	.04	-	 < 0.01	1.00E00
motile cilium assembly (GO:0044458)	4	0	.15	-	 < 0.01	1.00E00
mitochondrial genome maintenance (GO:0000002)	6	0	.22	-	 < 0.01	1.00E00
centriole replication (GO:0007099)	9	0	.33	-	 < 0.01	1.00E00
centrosome cycle (GO:0007098)	18	0	.66	-	 < 0.01	1.00E00
nuclear migration (GO:0007097)	10	0	.36	-	 < 0.01	1.00E00
negative regulation of double-strand break repair (GO:2000780)	5	0	.18	-	 < 0.01	1.00E00
chordate embryonic development (GO:0043009)	23	0	.84	-	 < 0.01	1.00E00
mitotic G2 DNA damage checkpoint signaling (GO:0007095)	8	0	.29	-	 < 0.01	1.00E00
mitotic spindle assembly checkpoint signaling (GO:0007094)	9	0	.33	-	 < 0.01	1.00E00
regulation of mitotic spindle organization (GO:0060236)	2	0	.07	-	 < 0.01	1.00E00
mitotic cell cycle checkpoint signaling (GO:0007093)	25	0	.91	-	 < 0.01	1.00E00
metaphase/anaphase transition of mitotic cell cycle (GO:0007091)	2	0	.07	-	 < 0.01	1.00E00
response to temperature stimulus (GO:0009266)	12	0	.44	-	 < 0.01	1.00E00
neurotransmitter receptor transport to postsynaptic membrane (GO:0098969)	8	0	.29	-	 < 0.01	1.00E00
positive regulation of lymphocyte activation (GO:0051251)	5	0	.18	-	 < 0.01	1.00E00
ribonucleotide biosynthetic process (GO:0009260)	36	0	1.31	-	 < 0.01	6.42E-01
negative regulation of lymphocyte activation (GO:0051250)	5	0	.18	-	 < 0.01	1.00E00
ribosomal large subunit biogenesis (GO:0042273)	40	0	1.46	-	 < 0.01	4.04E-01
regulation of double-strand break repair (GO:2000779)	7	0	.25	-	 < 0.01	1.00E00
cardiac muscle cell action potential involved in contraction (GO:0086002)	5	0	.18	-	 < 0.01	1.00E00
cell-cell fusion (GO:0140253)	3	0	.11	-	 < 0.01	1.00E00
immunoglobulin mediated immune response (GO:0016064)	2	0	.07	-	 < 0.01	1.00E00
regulation of mitotic nuclear division (GO:0007088)	25	0	.91	-	 < 0.01	1.00E00
regulation of metaphase/anaphase transition of cell cycle (GO:1902099)	16	0	.58	-	 < 0.01	1.00E00
leukocyte differentiation (GO:0002521)	16	0	.58	-	 < 0.01	1.00E00
immune system development (GO:0002520)	5	0	.18	-	 < 0.01	1.00E00
forebrain development (GO:0030900)	11	0	.40	-	 < 0.01	1.00E00
regulation of lymphocyte activation (GO:0051249)	10	0	.36	-	 < 0.01	1.00E00
mitotic metaphase chromosome alignment (GO:0007080)	5	0	.18	-	 < 0.01	1.00E00
regulation of natural killer cell mediated cytotoxicity (GO:0042269)	2	0	.07	-	 < 0.01	1.00E00
negative regulation of multicellular organismal process (GO:0051241)	33	0	1.20	-	 < 0.01	6.33E-01
positive regulation of TORC1 signaling (GO:1904263)	12	0	.44	-	 < 0.01	1.00E00
negative regulation of TORC1 signaling (GO:1904262)	6	0	.22	-	 < 0.01	1.00E00
glucan biosynthetic process (GO:0009250)	2	0	.07	-	 < 0.01	1.00E00
hexose biosynthetic process (GO:0019319)	8	0	.29	-	 < 0.01	1.00E00
mannosylation (GO:0097502)	8	0	.29	-	 < 0.01	1.00E00
carbohydrate biosynthetic process (GO:0016051)	19	0	.69	-	 < 0.01	1.00E00
mitotic chromosome condensation (GO:0007076)	7	0	.25	-	 < 0.01	1.00E00
regulation of centrosome cycle (GO:0046605)	6	0	.22	-	 < 0.01	1.00E00
glycolipid biosynthetic process (GO:0009247)	29	0	1.06	-	 < 0.01	6.26E-01
maintenance of location (GO:0051235)	25	0	.91	-	 < 0.01	1.00E00
spindle elongation (GO:0051231)	7	0	.25	-	 < 0.01	1.00E00
cell growth (GO:0016049)	5	0	.18	-	 < 0.01	1.00E00
actin polymerization or depolymerization (GO:0008154)	29	0	1.06	-	 < 0.01	6.26E-01
cell cycle DNA replication (GO:0044786)	12	0	.44	-	 < 0.01	1.00E00
metaphase/anaphase transition of cell cycle (GO:0044784)	2	0	.07	-	 < 0.01	1.00E00
septin cytoskeleton organization (GO:0032185)	3	0	.11	-	 < 0.01	1.00E00
peptidyl-tyrosine modification (GO:0018212)	9	0	.33	-	 < 0.01	1.00E00
developmental growth involved in morphogenesis (GO:0060560)	5	0	.18	-	 < 0.01	1.00E00
regeneration (GO:0031099)	2	0	.07	-	 < 0.01	1.00E00
cell activation (GO:0001775)	27	0	.98	-	 < 0.01	6.25E-01
positive regulation of protein transport (GO:0051222)	4	0	.15	-	 < 0.01	1.00E00
detection of chemical stimulus (GO:0009593)	5	0	.18	-	 < 0.01	1.00E00
tissue regeneration (GO:0042246)	2	0	.07	-	 < 0.01	1.00E00
positive regulation of protein kinase activity (GO:0045860)	27	0	.98	-	 < 0.01	6.25E-01
nuclear DNA replication (GO:0033260)	12	0	.44	-	 < 0.01	1.00E00
mitotic DNA integrity checkpoint signaling (GO:0044774)	13	0	.47	-	 < 0.01	1.00E00
mitotic DNA damage checkpoint signaling (GO:0044773)	13	0	.47	-	 < 0.01	1.00E00
protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043328)	7	0	.25	-	 < 0.01	1.00E00
mitotic spindle organization (GO:0007052)	26	0	.95	-	 < 0.01	1.00E00
cartilage development (GO:0051216)	10	0	.36	-	 < 0.01	1.00E00
neuron migration (GO:0001764)	10	0	.36	-	 < 0.01	1.00E00
morphogenesis of a branching structure (GO:0001763)	1	0	.04	-	 < 0.01	1.00E00
protein localization to endoplasmic reticulum (GO:0070972)	23	0	.84	-	 < 0.01	1.00E00
aerobic electron transport chain (GO:0019646)	4	0	.15	-	 < 0.01	1.00E00
cell-substrate junction assembly (GO:0007044)	1	0	.04	-	 < 0.01	1.00E00
lysosome organization (GO:0007040)	14	0	.51	-	 < 0.01	1.00E00
release of sequestered calcium ion into cytosol (GO:0051209)	19	0	.69	-	 < 0.01	1.00E00
protein insertion into membrane (GO:0051205)	4	0	.15	-	 < 0.01	1.00E00
neural crest cell migration (GO:0001755)	27	0	.98	-	 < 0.01	6.25E-01
negative regulation of mitotic metaphase/anaphase transition (GO:0045841)	9	0	.33	-	 < 0.01	1.00E00
positive regulation of mitotic nuclear division (GO:0045840)	10	0	.36	-	 < 0.01	1.00E00
response to reactive oxygen species (GO:0000302)	7	0	.25	-	 < 0.01	1.00E00
mononuclear cell differentiation (GO:1903131)	11	0	.40	-	 < 0.01	1.00E00
meiosis I cell cycle process (GO:0061982)	27	0	.98	-	 < 0.01	6.25E-01
protein localization to synapse (GO:0035418)	13	0	.47	-	 < 0.01	1.00E00
vacuolar acidification (GO:0007035)	9	0	.33	-	 < 0.01	1.00E00
positive regulation of response to biotic stimulus (GO:0002833)	21	0	.76	-	 < 0.01	1.00E00
purine ribonucleoside triphosphate biosynthetic process (GO:0009206)	1	0	.04	-	 < 0.01	1.00E00
fertilization (GO:0009566)	5	0	.18	-	 < 0.01	1.00E00
negative regulation of mitotic nuclear division (GO:0045839)	9	0	.33	-	 < 0.01	1.00E00
ribonucleoside triphosphate biosynthetic process (GO:0009201)	3	0	.11	-	 < 0.01	1.00E00
retinol metabolic process (GO:0042572)	2	0	.07	-	 < 0.01	1.00E00
translesion synthesis (GO:0019985)	10	0	.36	-	 < 0.01	1.00E00
endoplasmic reticulum organization (GO:0007029)	22	0	.80	-	 < 0.01	1.00E00
pattern specification process (GO:0007389)	57	0	2.08	-	 < 0.01	2.73E-01
activation of protein kinase activity (GO:0032147)	5	0	.18	-	 < 0.01	1.00E00
positive regulation of adaptive immune response (GO:0002821)	1	0	.04	-	 < 0.01	1.00E00
mismatch repair (GO:0006298)	10	0	.36	-	 < 0.01	1.00E00
Arp2/3 complex-mediated actin nucleation (GO:0034314)	12	0	.44	-	 < 0.01	1.00E00
pre-miRNA processing (GO:0031054)	6	0	.22	-	 < 0.01	1.00E00
primary miRNA processing (GO:0031053)	2	0	.07	-	 < 0.01	1.00E00
dendrite development (GO:0016358)	8	0	.29	-	 < 0.01	1.00E00
dicarboxylic acid metabolic process (GO:0043648)	12	0	.44	-	 < 0.01	1.00E00
response to lipopolysaccharide (GO:0032496)	14	0	.51	-	 < 0.01	1.00E00
positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction (GO:0051897)	14	0	.51	-	 < 0.01	1.00E00
regulatory ncRNA-mediated gene silencing (GO:0031047)	28	0	1.02	-	 < 0.01	6.25E-01
regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction (GO:0051896)	16	0	.58	-	 < 0.01	1.00E00
regulation of DNA repair (GO:0006282)	15	0	.55	-	 < 0.01	1.00E00
protein K48-linked ubiquitination (GO:0070936)	9	0	.33	-	 < 0.01	1.00E00
gastrulation (GO:0007369)	13	0	.47	-	 < 0.01	1.00E00
inner mitochondrial membrane organization (GO:0007007)	11	0	.40	-	 < 0.01	1.00E00
mitochondrial membrane organization (GO:0007006)	14	0	.51	-	 < 0.01	1.00E00
determination of left/right symmetry (GO:0007368)	2	0	.07	-	 < 0.01	1.00E00
regulation of cilium assembly (GO:1902017)	5	0	.18	-	 < 0.01	1.00E00
vesicle targeting, to, from or within Golgi (GO:0048199)	4	0	.15	-	 < 0.01	1.00E00
positive regulation of locomotion (GO:0040017)	51	0	1.86	-	 < 0.01	2.64E-01
polyadenylation-dependent ncRNA catabolic process (GO:0043634)	3	0	.11	-	 < 0.01	1.00E00
positive regulation of type I interferon production (GO:0032481)	2	0	.07	-	 < 0.01	1.00E00
positive regulation of catabolic process (GO:0009896)	69	0	2.51	-	 < 0.01	1.83E-01
positive regulation of endocytosis (GO:0045807)	2	0	.07	-	 < 0.01	1.00E00
negative regulation of protein ubiquitination (GO:0031397)	6	0	.22	-	 < 0.01	1.00E00
negative regulation of endocytosis (GO:0045806)	4	0	.15	-	 < 0.01	1.00E00
actomyosin structure organization (GO:0031032)	50	0	1.82	-	 < 0.01	2.64E-01
DNA replication initiation (GO:0006270)	15	0	.55	-	 < 0.01	1.00E00
tumor necrosis factor-mediated signaling pathway (GO:0033209)	4	0	.15	-	 < 0.01	1.00E00
reciprocal homologous recombination (GO:0140527)	20	0	.73	-	 < 0.01	1.00E00
regulation of plasma membrane bounded cell projection assembly (GO:0120032)	23	0	.84	-	 < 0.01	1.00E00
negative regulation of RNA catabolic process (GO:1902369)	15	0	.55	-	 < 0.01	1.00E00
intraciliary transport involved in cilium assembly (GO:0035735)	3	0	.11	-	 < 0.01	1.00E00
regulation of growth (GO:0040008)	16	0	.58	-	 < 0.01	1.00E00
growth (GO:0040007)	7	0	.25	-	 < 0.01	1.00E00
cell fate specification (GO:0001708)	28	0	1.02	-	 < 0.01	6.25E-01
mesoderm formation (GO:0001707)	7	0	.25	-	 < 0.01	1.00E00
DNA unwinding involved in DNA replication (GO:0006268)	7	0	.25	-	 < 0.01	1.00E00
endoderm formation (GO:0001706)	7	0	.25	-	 < 0.01	1.00E00
establishment of mitotic spindle localization (GO:0040001)	13	0	.47	-	 < 0.01	1.00E00
formation of primary germ layer (GO:0001704)	13	0	.47	-	 < 0.01	1.00E00
microtubule organizing center organization (GO:0031023)	22	0	.80	-	 < 0.01	1.00E00
regulatory ncRNA processing (GO:0070918)	20	0	.73	-	 < 0.01	1.00E00
regulation of receptor signaling pathway via STAT (GO:1904892)	6	0	.22	-	 < 0.01	1.00E00
unsaturated fatty acid metabolic process (GO:0033559)	9	0	.33	-	 < 0.01	1.00E00
positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)	5	0	.18	-	 < 0.01	1.00E00
positive regulation of response to external stimulus (GO:0032103)	29	0	1.06	-	 < 0.01	6.26E-01
regulation of cytokinesis (GO:0032465)	5	0	.18	-	 < 0.01	1.00E00
intraciliary retrograde transport (GO:0035721)	6	0	.22	-	 < 0.01	1.00E00
carbohydrate derivative transport (GO:1901264)	23	0	.84	-	 < 0.01	1.00E00
RNA destabilization (GO:0050779)	26	0	.95	-	 < 0.01	1.00E00
positive regulation of immune response (GO:0050778)	50	0	1.82	-	 < 0.01	2.64E-01
regulation of dendrite development (GO:0050773)	12	0	.44	-	 < 0.01	1.00E00
positive regulation of axonogenesis (GO:0050772)	7	0	.25	-	 < 0.01	1.00E00
mitochondrial RNA processing (GO:0000963)	7	0	.25	-	 < 0.01	1.00E00
regulation of TORC1 signaling (GO:1903432)	18	0	.66	-	 < 0.01	1.00E00
cGMP-mediated signaling (GO:0019934)	2	0	.07	-	 < 0.01	1.00E00
binding of sperm to zona pellucida (GO:0007339)	1	0	.04	-	 < 0.01	1.00E00
bone mineralization (GO:0030282)	1	0	.04	-	 < 0.01	1.00E00
single fertilization (GO:0007338)	5	0	.18	-	 < 0.01	1.00E00
endocytic recycling (GO:0032456)	29	0	1.06	-	 < 0.01	6.26E-01
mitochondrial protein processing (GO:0034982)	4	0	.15	-	 < 0.01	1.00E00
mitochondrial RNA metabolic process (GO:0000959)	13	0	.47	-	 < 0.01	1.00E00
intermembrane lipid transfer (GO:0120009)	2	0	.07	-	 < 0.01	1.00E00
nuclear-transcribed mRNA catabolic process (GO:0000956)	41	0	1.49	-	 < 0.01	4.05E-01
negative regulation of cAMP-mediated signaling (GO:0043951)	2	0	.07	-	 < 0.01	1.00E00
polyamine biosynthetic process (GO:0006596)	6	0	.22	-	 < 0.01	1.00E00
polyamine metabolic process (GO:0006595)	7	0	.25	-	 < 0.01	1.00E00
response to tumor necrosis factor (GO:0034612)	7	0	.25	-	 < 0.01	1.00E00
lipid storage (GO:0019915)	3	0	.11	-	 < 0.01	1.00E00
melanosome organization (GO:0032438)	5	0	.18	-	 < 0.01	1.00E00
positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)	15	0	.55	-	 < 0.01	1.00E00
regulation of cAMP-mediated signaling (GO:0043949)	2	0	.07	-	 < 0.01	1.00E00
positive regulation of defense response (GO:0031349)	19	0	.69	-	 < 0.01	1.00E00
cellular response to heat (GO:0034605)	5	0	.18	-	 < 0.01	1.00E00
catecholamine metabolic process (GO:0006584)	5	0	.18	-	 < 0.01	1.00E00
regulation of cell killing (GO:0031341)	2	0	.07	-	 < 0.01	1.00E00
positive regulation of DNA-templated transcription, elongation (GO:0032786)	10	0	.36	-	 < 0.01	1.00E00
regulation of DNA-templated transcription elongation (GO:0032784)	13	0	.47	-	 < 0.01	1.00E00
cellular modified amino acid metabolic process (GO:0006575)	47	0	1.71	-	 < 0.01	4.19E-01
regulation of non-canonical NF-kappaB signal transduction (GO:1901222)	2	0	.07	-	 < 0.01	1.00E00
positive regulation of cellular catabolic process (GO:0031331)	46	0	1.68	-	 < 0.01	4.15E-01
tyrosine metabolic process (GO:0006570)	6	0	.22	-	 < 0.01	1.00E00
negative regulation of cellular catabolic process (GO:0031330)	29	0	1.06	-	 < 0.01	6.26E-01
non-canonical NF-kappaB signal transduction (GO:0038061)	2	0	.07	-	 < 0.01	1.00E00
lysosome localization (GO:0032418)	5	0	.18	-	 < 0.01	1.00E00
positive regulation of transporter activity (GO:0032411)	12	0	.44	-	 < 0.01	1.00E00
COPII-coated vesicle budding (GO:0090114)	11	0	.40	-	 < 0.01	1.00E00
pyrimidine nucleobase catabolic process (GO:0006208)	5	0	.18	-	 < 0.01	1.00E00
pyrimidine nucleobase metabolic process (GO:0006206)	9	0	.33	-	 < 0.01	1.00E00
negative regulation of inflammatory response (GO:0050728)	8	0	.29	-	 < 0.01	1.00E00
regulation of inflammatory response (GO:0050727)	9	0	.33	-	 < 0.01	1.00E00
myofibril assembly (GO:0030239)	25	0	.91	-	 < 0.01	1.00E00
actomyosin contractile ring assembly (GO:0000915)	4	0	.15	-	 < 0.01	1.00E00
leukocyte chemotaxis (GO:0030595)	3	0	.11	-	 < 0.01	1.00E00
neutrophil chemotaxis (GO:0030593)	3	0	.11	-	 < 0.01	1.00E00
oogenesis (GO:0048477)	7	0	.25	-	 < 0.01	1.00E00
secondary alcohol biosynthetic process (GO:1902653)	7	0	.25	-	 < 0.01	1.00E00
secondary alcohol metabolic process (GO:1902652)	17	0	.62	-	 < 0.01	1.00E00
positive regulation of protein secretion (GO:0050714)	1	0	.04	-	 < 0.01	1.00E00
feeding behavior (GO:0007631)	4	0	.15	-	 < 0.01	1.00E00
amelogenesis (GO:0097186)	2	0	.07	-	 < 0.01	1.00E00
lipopolysaccharide-mediated signaling pathway (GO:0031663)	1	0	.04	-	 < 0.01	1.00E00
erythrocyte differentiation (GO:0030218)	5	0	.18	-	 < 0.01	1.00E00
T cell differentiation (GO:0030217)	6	0	.22	-	 < 0.01	1.00E00
Rac protein signal transduction (GO:0016601)	3	0	.11	-	 < 0.01	1.00E00
circadian rhythm (GO:0007623)	22	0	.80	-	 < 0.01	1.00E00
receptor-mediated endocytosis (GO:0006898)	28	0	1.02	-	 < 0.01	6.25E-01
glutamate metabolic process (GO:0006536)	2	0	.07	-	 < 0.01	1.00E00
Golgi to vacuole transport (GO:0006896)	5	0	.18	-	 < 0.01	1.00E00
