PANTHER GO-Slim Biological Process	background_genes.fst.txt - REFLIST (11890)	(276)	(expected)	(over/under)	(fold Enrichment)	P-value
regulatory ncRNA-mediated post-transcriptional gene silencing (GO:0035194)	9	0	.21	-	 < 0.01	1.00E00
negative regulation of catalytic activity (GO:0043086)	60	0	1.39	-	 < 0.01	4.06E-01
adaptive immune response (GO:0002250)	8	0	.19	-	 < 0.01	1.00E00
DNA conformation change (GO:0071103)	15	0	.35	-	 < 0.01	1.00E00
spermatid differentiation (GO:0048515)	4	0	.09	-	 < 0.01	1.00E00
blood vessel morphogenesis (GO:0048514)	36	0	.84	-	 < 0.01	1.00E00
humoral immune response (GO:0006959)	7	0	.16	-	 < 0.01	1.00E00
rhythmic process (GO:0048511)	23	0	.53	-	 < 0.01	1.00E00
alpha-amino acid biosynthetic process (GO:1901607)	23	0	.53	-	 < 0.01	1.00E00
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	22	0	.51	-	 < 0.01	1.00E00
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	12	0	.28	-	 < 0.01	1.00E00
multicellular organismal-level homeostasis (GO:0048871)	12	0	.28	-	 < 0.01	1.00E00
complement activation (GO:0006956)	4	0	.09	-	 < 0.01	1.00E00
alpha-amino acid metabolic process (GO:1901605)	73	0	1.69	-	 < 0.01	4.19E-01
DNA damage checkpoint signaling (GO:0000077)	19	0	.44	-	 < 0.01	1.00E00
regulation of ERK1 and ERK2 cascade (GO:0070372)	16	0	.37	-	 < 0.01	1.00E00
DNA replication checkpoint signaling (GO:0000076)	8	0	.19	-	 < 0.01	1.00E00
inflammatory response (GO:0006954)	20	0	.46	-	 < 0.01	1.00E00
mitotic sister chromatid segregation (GO:0000070)	37	0	.86	-	 < 0.01	1.00E00
hematopoietic progenitor cell differentiation (GO:0002244)	1	0	.02	-	 < 0.01	1.00E00
positive regulation of JNK cascade (GO:0046330)	8	0	.19	-	 < 0.01	1.00E00
response to cytokine (GO:0034097)	52	0	1.21	-	 < 0.01	6.35E-01
syncytium formation (GO:0006949)	3	0	.07	-	 < 0.01	1.00E00
striated muscle contraction (GO:0006941)	20	0	.46	-	 < 0.01	1.00E00
response to molecule of bacterial origin (GO:0002237)	14	0	.32	-	 < 0.01	1.00E00
regulation of JNK cascade (GO:0046328)	12	0	.28	-	 < 0.01	1.00E00
cilium movement involved in cell motility (GO:0060294)	10	0	.23	-	 < 0.01	1.00E00
sterol transport (GO:0015918)	16	0	.37	-	 < 0.01	1.00E00
regulation of muscle contraction (GO:0006937)	9	0	.21	-	 < 0.01	1.00E00
muscle contraction (GO:0006936)	31	0	.72	-	 < 0.01	1.00E00
chemotaxis (GO:0006935)	35	0	.81	-	 < 0.01	1.00E00
negative regulation of cysteine-type endopeptidase activity (GO:2000117)	3	0	.07	-	 < 0.01	1.00E00
regulation of cysteine-type endopeptidase activity (GO:2000116)	20	0	.46	-	 < 0.01	1.00E00
ribosomal subunit export from nucleus (GO:0000054)	8	0	.19	-	 < 0.01	1.00E00
pyridine-containing compound metabolic process (GO:0072524)	31	0	.72	-	 < 0.01	1.00E00
purine-containing compound catabolic process (GO:0072523)	24	0	.56	-	 < 0.01	1.00E00
endoplasmic reticulum unfolded protein response (GO:0030968)	18	0	.42	-	 < 0.01	1.00E00
toll-like receptor signaling pathway (GO:0002224)	4	0	.09	-	 < 0.01	1.00E00
pattern recognition receptor signaling pathway (GO:0002221)	12	0	.28	-	 < 0.01	1.00E00
cilium-dependent cell motility (GO:0060285)	14	0	.32	-	 < 0.01	1.00E00
long-chain fatty acid transport (GO:0015909)	4	0	.09	-	 < 0.01	1.00E00
fatty acid transport (GO:0015908)	19	0	.44	-	 < 0.01	1.00E00
transition metal ion transport (GO:0000041)	36	0	.84	-	 < 0.01	1.00E00
activation of innate immune response (GO:0002218)	13	0	.30	-	 < 0.01	1.00E00
negative regulation of peptidase activity (GO:0010466)	22	0	.51	-	 < 0.01	1.00E00
endoplasmic reticulum tubular network organization (GO:0071786)	10	0	.23	-	 < 0.01	1.00E00
centrosome duplication (GO:0051298)	10	0	.23	-	 < 0.01	1.00E00
male sex differentiation (GO:0046661)	1	0	.02	-	 < 0.01	1.00E00
protein localization to Golgi apparatus (GO:0034067)	9	0	.21	-	 < 0.01	1.00E00
inner ear development (GO:0048839)	2	0	.05	-	 < 0.01	1.00E00
establishment of spindle orientation (GO:0051294)	10	0	.23	-	 < 0.01	1.00E00
cell-cell junction organization (GO:0045216)	41	0	.95	-	 < 0.01	1.00E00
establishment of spindle localization (GO:0051293)	17	0	.39	-	 < 0.01	1.00E00
activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919)	12	0	.28	-	 < 0.01	1.00E00
phagocytosis, engulfment (GO:0006911)	7	0	.16	-	 < 0.01	1.00E00
calcium ion transmembrane import into cytosol (GO:0097553)	28	0	.65	-	 < 0.01	1.00E00
pyridine nucleotide metabolic process (GO:0019362)	30	0	.70	-	 < 0.01	1.00E00
protein N-linked glycosylation via asparagine (GO:0018279)	10	0	.23	-	 < 0.01	1.00E00
somatic diversification of immune receptors via germline recombination within a single locus (GO:0002562)	2	0	.05	-	 < 0.01	1.00E00
somatic diversification of immune receptors (GO:0002200)	2	0	.05	-	 < 0.01	1.00E00
response to fibroblast growth factor (GO:0071774)	24	0	.56	-	 < 0.01	1.00E00
lymphocyte proliferation (GO:0046651)	1	0	.02	-	 < 0.01	1.00E00
regulation of macrophage activation (GO:0043030)	1	0	.02	-	 < 0.01	1.00E00
cellular response to BMP stimulus (GO:0071773)	15	0	.35	-	 < 0.01	1.00E00
response to BMP (GO:0071772)	15	0	.35	-	 < 0.01	1.00E00
negative regulation of sequestering of calcium ion (GO:0051283)	21	0	.49	-	 < 0.01	1.00E00
triglyceride homeostasis (GO:0070328)	5	0	.12	-	 < 0.01	1.00E00
ribosomal large subunit assembly (GO:0000027)	8	0	.19	-	 < 0.01	1.00E00
spliceosomal snRNP assembly (GO:0000387)	14	0	.32	-	 < 0.01	1.00E00
vesicle targeting (GO:0006903)	8	0	.19	-	 < 0.01	1.00E00
alternative mRNA splicing, via spliceosome (GO:0000380)	6	0	.14	-	 < 0.01	1.00E00
lymphocyte activation (GO:0046649)	15	0	.35	-	 < 0.01	1.00E00
cellular response to organic cyclic compound (GO:0071407)	23	0	.53	-	 < 0.01	1.00E00
nuclear membrane organization (GO:0071763)	4	0	.09	-	 < 0.01	1.00E00
central nervous system neuron differentiation (GO:0021953)	5	0	.12	-	 < 0.01	1.00E00
dendrite morphogenesis (GO:0048813)	2	0	.05	-	 < 0.01	1.00E00
regulation of DNA recombination (GO:0000018)	6	0	.14	-	 < 0.01	1.00E00
granulocyte migration (GO:0097530)	3	0	.07	-	 < 0.01	1.00E00
anatomical structure homeostasis (GO:0060249)	4	0	.09	-	 < 0.01	1.00E00
camera-type eye development (GO:0043010)	24	0	.56	-	 < 0.01	1.00E00
telomere localization (GO:0034397)	1	0	.02	-	 < 0.01	1.00E00
protein depolymerization (GO:0051261)	23	0	.53	-	 < 0.01	1.00E00
myeloid leukocyte migration (GO:0097529)	3	0	.07	-	 < 0.01	1.00E00
regulation of leukocyte proliferation (GO:0070663)	5	0	.12	-	 < 0.01	1.00E00
synaptic vesicle exocytosis (GO:0016079)	21	0	.49	-	 < 0.01	1.00E00
leukocyte proliferation (GO:0070661)	1	0	.02	-	 < 0.01	1.00E00
motile cilium assembly (GO:0044458)	4	0	.09	-	 < 0.01	1.00E00
mitochondrial genome maintenance (GO:0000002)	6	0	.14	-	 < 0.01	1.00E00
centriole replication (GO:0007099)	9	0	.21	-	 < 0.01	1.00E00
centrosome cycle (GO:0007098)	18	0	.42	-	 < 0.01	1.00E00
nuclear migration (GO:0007097)	10	0	.23	-	 < 0.01	1.00E00
negative regulation of double-strand break repair (GO:2000780)	5	0	.12	-	 < 0.01	1.00E00
chordate embryonic development (GO:0043009)	23	0	.53	-	 < 0.01	1.00E00
mitotic G2 DNA damage checkpoint signaling (GO:0007095)	8	0	.19	-	 < 0.01	1.00E00
mitotic spindle assembly checkpoint signaling (GO:0007094)	9	0	.21	-	 < 0.01	1.00E00
regulation of mitotic spindle organization (GO:0060236)	2	0	.05	-	 < 0.01	1.00E00
mitotic cell cycle checkpoint signaling (GO:0007093)	25	0	.58	-	 < 0.01	1.00E00
metaphase/anaphase transition of mitotic cell cycle (GO:0007091)	2	0	.05	-	 < 0.01	1.00E00
Golgi to plasma membrane protein transport (GO:0043001)	7	0	.16	-	 < 0.01	1.00E00
response to temperature stimulus (GO:0009266)	12	0	.28	-	 < 0.01	1.00E00
neurotransmitter receptor transport to postsynaptic membrane (GO:0098969)	8	0	.19	-	 < 0.01	1.00E00
regulation of exocytosis (GO:0017157)	26	0	.60	-	 < 0.01	1.00E00
calcium-ion regulated exocytosis (GO:0017156)	16	0	.37	-	 < 0.01	1.00E00
ribonucleotide catabolic process (GO:0009261)	20	0	.46	-	 < 0.01	1.00E00
purine nucleoside metabolic process (GO:0042278)	7	0	.16	-	 < 0.01	1.00E00
negative regulation of lymphocyte activation (GO:0051250)	5	0	.12	-	 < 0.01	1.00E00
ribosomal small subunit biogenesis (GO:0042274)	44	0	1.02	-	 < 0.01	6.27E-01
regulation of double-strand break repair (GO:2000779)	7	0	.16	-	 < 0.01	1.00E00
cardiac muscle cell action potential involved in contraction (GO:0086002)	5	0	.12	-	 < 0.01	1.00E00
cell-cell fusion (GO:0140253)	3	0	.07	-	 < 0.01	1.00E00
immunoglobulin mediated immune response (GO:0016064)	2	0	.05	-	 < 0.01	1.00E00
regulation of mitotic nuclear division (GO:0007088)	25	0	.58	-	 < 0.01	1.00E00
regulation of metaphase/anaphase transition of cell cycle (GO:1902099)	16	0	.37	-	 < 0.01	1.00E00
leukocyte differentiation (GO:0002521)	16	0	.37	-	 < 0.01	1.00E00
immune system development (GO:0002520)	5	0	.12	-	 < 0.01	1.00E00
forebrain development (GO:0030900)	11	0	.26	-	 < 0.01	1.00E00
mitotic metaphase chromosome alignment (GO:0007080)	5	0	.12	-	 < 0.01	1.00E00
negative regulation of translation (GO:0017148)	14	0	.32	-	 < 0.01	1.00E00
regulation of natural killer cell mediated cytotoxicity (GO:0042269)	2	0	.05	-	 < 0.01	1.00E00
glucan biosynthetic process (GO:0009250)	2	0	.05	-	 < 0.01	1.00E00
hexose biosynthetic process (GO:0019319)	8	0	.19	-	 < 0.01	1.00E00
hexose metabolic process (GO:0019318)	23	0	.53	-	 < 0.01	1.00E00
mannosylation (GO:0097502)	8	0	.19	-	 < 0.01	1.00E00
regulation of lymphocyte migration (GO:2000401)	3	0	.07	-	 < 0.01	1.00E00
carbohydrate biosynthetic process (GO:0016051)	19	0	.44	-	 < 0.01	1.00E00
mitotic chromosome condensation (GO:0007076)	7	0	.16	-	 < 0.01	1.00E00
regulation of centrosome cycle (GO:0046605)	6	0	.14	-	 < 0.01	1.00E00
establishment of RNA localization (GO:0051236)	37	0	.86	-	 < 0.01	1.00E00
spindle elongation (GO:0051231)	7	0	.16	-	 < 0.01	1.00E00
cell growth (GO:0016049)	5	0	.12	-	 < 0.01	1.00E00
actin polymerization or depolymerization (GO:0008154)	29	0	.67	-	 < 0.01	1.00E00
cell cycle DNA replication (GO:0044786)	12	0	.28	-	 < 0.01	1.00E00
metaphase/anaphase transition of cell cycle (GO:0044784)	2	0	.05	-	 < 0.01	1.00E00
septin cytoskeleton organization (GO:0032185)	3	0	.07	-	 < 0.01	1.00E00
peptidyl-tyrosine modification (GO:0018212)	9	0	.21	-	 < 0.01	1.00E00
spindle assembly (GO:0051225)	24	0	.56	-	 < 0.01	1.00E00
developmental growth involved in morphogenesis (GO:0060560)	5	0	.12	-	 < 0.01	1.00E00
regeneration (GO:0031099)	2	0	.05	-	 < 0.01	1.00E00
regulation of protein transport (GO:0051223)	13	0	.30	-	 < 0.01	1.00E00
cell activation (GO:0001775)	27	0	.63	-	 < 0.01	1.00E00
positive regulation of protein transport (GO:0051222)	4	0	.09	-	 < 0.01	1.00E00
detection of chemical stimulus (GO:0009593)	5	0	.12	-	 < 0.01	1.00E00
tissue regeneration (GO:0042246)	2	0	.05	-	 < 0.01	1.00E00
positive regulation of proteolysis (GO:0045862)	40	0	.93	-	 < 0.01	1.00E00
negative regulation of proteolysis (GO:0045861)	27	0	.63	-	 < 0.01	1.00E00
positive regulation of protein kinase activity (GO:0045860)	27	0	.63	-	 < 0.01	1.00E00
nuclear DNA replication (GO:0033260)	12	0	.28	-	 < 0.01	1.00E00
mitotic DNA integrity checkpoint signaling (GO:0044774)	13	0	.30	-	 < 0.01	1.00E00
peptidyl-serine modification (GO:0018209)	74	0	1.72	-	 < 0.01	4.21E-01
cytoskeleton-dependent cytokinesis (GO:0061640)	29	0	.67	-	 < 0.01	1.00E00
mitotic DNA damage checkpoint signaling (GO:0044773)	13	0	.30	-	 < 0.01	1.00E00
mitotic cell cycle phase transition (GO:0044772)	33	0	.77	-	 < 0.01	1.00E00
cell cycle phase transition (GO:0044770)	33	0	.77	-	 < 0.01	1.00E00
protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043328)	7	0	.16	-	 < 0.01	1.00E00
membrane assembly (GO:0071709)	12	0	.28	-	 < 0.01	1.00E00
mitotic spindle organization (GO:0007052)	26	0	.60	-	 < 0.01	1.00E00
spindle organization (GO:0007051)	40	0	.93	-	 < 0.01	1.00E00
cartilage development (GO:0051216)	10	0	.23	-	 < 0.01	1.00E00
nucleotide-sugar metabolic process (GO:0009225)	7	0	.16	-	 < 0.01	1.00E00
regulation of protein kinase activity (GO:0045859)	79	0	1.83	-	 < 0.01	2.67E-01
neuron migration (GO:0001764)	10	0	.23	-	 < 0.01	1.00E00
morphogenesis of a branching structure (GO:0001763)	1	0	.02	-	 < 0.01	1.00E00
protein K11-linked ubiquitination (GO:0070979)	7	0	.16	-	 < 0.01	1.00E00
glucose homeostasis (GO:0042593)	9	0	.21	-	 < 0.01	1.00E00
protein localization to endoplasmic reticulum (GO:0070972)	23	0	.53	-	 < 0.01	1.00E00
aerobic electron transport chain (GO:0019646)	4	0	.09	-	 < 0.01	1.00E00
cell-substrate junction assembly (GO:0007044)	1	0	.02	-	 < 0.01	1.00E00
cell-cell junction assembly (GO:0007043)	35	0	.81	-	 < 0.01	1.00E00
release of sequestered calcium ion into cytosol (GO:0051209)	19	0	.44	-	 < 0.01	1.00E00
protein insertion into membrane (GO:0051205)	4	0	.09	-	 < 0.01	1.00E00
adherens junction organization (GO:0034332)	23	0	.53	-	 < 0.01	1.00E00
mitochondrial calcium ion homeostasis (GO:0051560)	10	0	.23	-	 < 0.01	1.00E00
cell junction organization (GO:0034330)	104	0	2.41	-	 < 0.01	1.80E-01
negative regulation of mitotic metaphase/anaphase transition (GO:0045841)	9	0	.21	-	 < 0.01	1.00E00
positive regulation of mitotic nuclear division (GO:0045840)	10	0	.23	-	 < 0.01	1.00E00
ERAD pathway (GO:0036503)	35	0	.81	-	 < 0.01	1.00E00
response to reactive oxygen species (GO:0000302)	7	0	.16	-	 < 0.01	1.00E00
mononuclear cell differentiation (GO:1903131)	11	0	.26	-	 < 0.01	1.00E00
protein localization to synapse (GO:0035418)	13	0	.30	-	 < 0.01	1.00E00
vacuolar acidification (GO:0007035)	9	0	.21	-	 < 0.01	1.00E00
skeletal muscle organ development (GO:0060538)	16	0	.37	-	 < 0.01	1.00E00
regulation of neurotransmitter secretion (GO:0046928)	14	0	.32	-	 < 0.01	1.00E00
muscle tissue development (GO:0060537)	30	0	.70	-	 < 0.01	1.00E00
endosome organization (GO:0007032)	13	0	.30	-	 < 0.01	1.00E00
peroxisome organization (GO:0007031)	20	0	.46	-	 < 0.01	1.00E00
Golgi organization (GO:0007030)	40	0	.93	-	 < 0.01	1.00E00
regulation of phosphoprotein phosphatase activity (GO:0043666)	5	0	.12	-	 < 0.01	1.00E00
cell junction assembly (GO:0034329)	58	0	1.35	-	 < 0.01	6.46E-01
purine ribonucleoside triphosphate biosynthetic process (GO:0009206)	1	0	.02	-	 < 0.01	1.00E00
purine ribonucleoside triphosphate metabolic process (GO:0009205)	19	0	.44	-	 < 0.01	1.00E00
fertilization (GO:0009566)	5	0	.12	-	 < 0.01	1.00E00
negative regulation of mitotic nuclear division (GO:0045839)	9	0	.21	-	 < 0.01	1.00E00
ribonucleoside triphosphate biosynthetic process (GO:0009201)	3	0	.07	-	 < 0.01	1.00E00
retinol metabolic process (GO:0042572)	2	0	.05	-	 < 0.01	1.00E00
translesion synthesis (GO:0019985)	10	0	.23	-	 < 0.01	1.00E00
pattern specification process (GO:0007389)	57	0	1.32	-	 < 0.01	6.44E-01
activation of protein kinase activity (GO:0032147)	5	0	.12	-	 < 0.01	1.00E00
positive regulation of adaptive immune response (GO:0002821)	1	0	.02	-	 < 0.01	1.00E00
mismatch repair (GO:0006298)	10	0	.23	-	 < 0.01	1.00E00
Arp2/3 complex-mediated actin nucleation (GO:0034314)	12	0	.28	-	 < 0.01	1.00E00
pre-miRNA processing (GO:0031054)	6	0	.14	-	 < 0.01	1.00E00
primary miRNA processing (GO:0031053)	2	0	.05	-	 < 0.01	1.00E00
dendrite development (GO:0016358)	8	0	.19	-	 < 0.01	1.00E00
microtubule depolymerization (GO:0007019)	10	0	.23	-	 < 0.01	1.00E00
response to lipopolysaccharide (GO:0032496)	14	0	.32	-	 < 0.01	1.00E00
nucleotide-excision repair (GO:0006289)	18	0	.42	-	 < 0.01	1.00E00
membrane depolarization (GO:0051899)	21	0	.49	-	 < 0.01	1.00E00
positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction (GO:0051897)	14	0	.32	-	 < 0.01	1.00E00
regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction (GO:0051896)	16	0	.37	-	 < 0.01	1.00E00
base-excision repair (GO:0006284)	11	0	.26	-	 < 0.01	1.00E00
regulation of DNA repair (GO:0006282)	15	0	.35	-	 < 0.01	1.00E00
nucleoside phosphate catabolic process (GO:1901292)	32	0	.74	-	 < 0.01	1.00E00
protein K48-linked ubiquitination (GO:0070936)	9	0	.21	-	 < 0.01	1.00E00
gastrulation (GO:0007369)	13	0	.30	-	 < 0.01	1.00E00
inner mitochondrial membrane organization (GO:0007007)	11	0	.26	-	 < 0.01	1.00E00
mitochondrial membrane organization (GO:0007006)	14	0	.32	-	 < 0.01	1.00E00
determination of left/right symmetry (GO:0007368)	2	0	.05	-	 < 0.01	1.00E00
regulation of cilium assembly (GO:1902017)	5	0	.12	-	 < 0.01	1.00E00
telomere maintenance via telomerase (GO:0007004)	6	0	.14	-	 < 0.01	1.00E00
vesicle targeting, to, from or within Golgi (GO:0048199)	4	0	.09	-	 < 0.01	1.00E00
positive regulation of locomotion (GO:0040017)	51	0	1.18	-	 < 0.01	6.34E-01
negative regulation of locomotion (GO:0040013)	10	0	.23	-	 < 0.01	1.00E00
positive regulation of type I interferon production (GO:0032481)	2	0	.05	-	 < 0.01	1.00E00
regulation of locomotion (GO:0040012)	94	0	2.18	-	 < 0.01	2.84E-01
locomotion (GO:0040011)	35	0	.81	-	 < 0.01	1.00E00
nucleobase-containing small molecule catabolic process (GO:0034656)	8	0	.19	-	 < 0.01	1.00E00
positive regulation of endocytosis (GO:0045807)	2	0	.05	-	 < 0.01	1.00E00
negative regulation of protein ubiquitination (GO:0031397)	6	0	.14	-	 < 0.01	1.00E00
negative regulation of endocytosis (GO:0045806)	4	0	.09	-	 < 0.01	1.00E00
DNA strand elongation involved in DNA replication (GO:0006271)	12	0	.28	-	 < 0.01	1.00E00
DNA replication initiation (GO:0006270)	15	0	.35	-	 < 0.01	1.00E00
tumor necrosis factor-mediated signaling pathway (GO:0033209)	4	0	.09	-	 < 0.01	1.00E00
regulation of insulin secretion (GO:0050796)	5	0	.12	-	 < 0.01	1.00E00
regulation of plasma membrane bounded cell projection assembly (GO:0120032)	23	0	.53	-	 < 0.01	1.00E00
intraciliary transport involved in cilium assembly (GO:0035735)	3	0	.07	-	 < 0.01	1.00E00
regulation of growth (GO:0040008)	16	0	.37	-	 < 0.01	1.00E00
growth (GO:0040007)	7	0	.16	-	 < 0.01	1.00E00
cell fate specification (GO:0001708)	28	0	.65	-	 < 0.01	1.00E00
mesoderm formation (GO:0001707)	7	0	.16	-	 < 0.01	1.00E00
DNA unwinding involved in DNA replication (GO:0006268)	7	0	.16	-	 < 0.01	1.00E00
endoderm formation (GO:0001706)	7	0	.16	-	 < 0.01	1.00E00
establishment of mitotic spindle localization (GO:0040001)	13	0	.30	-	 < 0.01	1.00E00
formation of primary germ layer (GO:0001704)	13	0	.30	-	 < 0.01	1.00E00
microtubule organizing center organization (GO:0031023)	22	0	.51	-	 < 0.01	1.00E00
regulatory ncRNA processing (GO:0070918)	20	0	.46	-	 < 0.01	1.00E00
DNA-templated DNA replication (GO:0006261)	65	0	1.51	-	 < 0.01	4.08E-01
DNA replication (GO:0006260)	71	0	1.65	-	 < 0.01	4.16E-01
regulation of receptor signaling pathway via STAT (GO:1904892)	6	0	.14	-	 < 0.01	1.00E00
unsaturated fatty acid metabolic process (GO:0033559)	9	0	.21	-	 < 0.01	1.00E00
positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)	5	0	.12	-	 < 0.01	1.00E00
post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery (GO:0000973)	2	0	.05	-	 < 0.01	1.00E00
transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery (GO:0000972)	4	0	.09	-	 < 0.01	1.00E00
regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)	15	0	.35	-	 < 0.01	1.00E00
sodium ion transmembrane transport (GO:0035725)	46	0	1.07	-	 < 0.01	6.28E-01
regulation of cytokinesis (GO:0032465)	5	0	.12	-	 < 0.01	1.00E00
intraciliary retrograde transport (GO:0035721)	6	0	.14	-	 < 0.01	1.00E00
amide transport (GO:0042886)	10	0	.23	-	 < 0.01	1.00E00
positive regulation of immune response (GO:0050778)	50	0	1.16	-	 < 0.01	6.32E-01
positive regulation of axonogenesis (GO:0050772)	7	0	.16	-	 < 0.01	1.00E00
mitochondrial RNA processing (GO:0000963)	7	0	.16	-	 < 0.01	1.00E00
cGMP-mediated signaling (GO:0019934)	2	0	.05	-	 < 0.01	1.00E00
regulation of axonogenesis (GO:0050770)	14	0	.32	-	 < 0.01	1.00E00
binding of sperm to zona pellucida (GO:0007339)	1	0	.02	-	 < 0.01	1.00E00
dephosphorylation (GO:0016311)	91	0	2.11	-	 < 0.01	2.78E-01
bone mineralization (GO:0030282)	1	0	.02	-	 < 0.01	1.00E00
single fertilization (GO:0007338)	5	0	.12	-	 < 0.01	1.00E00
phosphorylation (GO:0016310)	212	0	4.92	-	 < 0.01	1.05E-02
regulation of neuronal synaptic plasticity (GO:0048168)	8	0	.19	-	 < 0.01	1.00E00
regulation of synaptic plasticity (GO:0048167)	24	0	.56	-	 < 0.01	1.00E00
establishment of protein localization to membrane (GO:0090150)	53	0	1.23	-	 < 0.01	6.37E-01
cellular response to unfolded protein (GO:0034620)	19	0	.44	-	 < 0.01	1.00E00
mitochondrial protein processing (GO:0034982)	4	0	.09	-	 < 0.01	1.00E00
mitochondrial RNA metabolic process (GO:0000959)	13	0	.30	-	 < 0.01	1.00E00
intermembrane lipid transfer (GO:0120009)	2	0	.05	-	 < 0.01	1.00E00
negative regulation of cAMP-mediated signaling (GO:0043951)	2	0	.05	-	 < 0.01	1.00E00
polyamine biosynthetic process (GO:0006596)	6	0	.14	-	 < 0.01	1.00E00
polyamine metabolic process (GO:0006595)	7	0	.16	-	 < 0.01	1.00E00
response to tumor necrosis factor (GO:0034612)	7	0	.16	-	 < 0.01	1.00E00
chromosome condensation (GO:0030261)	8	0	.19	-	 < 0.01	1.00E00
melanosome organization (GO:0032438)	5	0	.12	-	 < 0.01	1.00E00
positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)	15	0	.35	-	 < 0.01	1.00E00
negative regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032435)	4	0	.09	-	 < 0.01	1.00E00
regulation of cAMP-mediated signaling (GO:0043949)	2	0	.05	-	 < 0.01	1.00E00
regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)	22	0	.51	-	 < 0.01	1.00E00
positive regulation of defense response (GO:0031349)	19	0	.44	-	 < 0.01	1.00E00
cellular response to heat (GO:0034605)	5	0	.12	-	 < 0.01	1.00E00
catecholamine metabolic process (GO:0006584)	5	0	.12	-	 < 0.01	1.00E00
regulation of cell killing (GO:0031341)	2	0	.05	-	 < 0.01	1.00E00
lipid modification (GO:0030258)	61	0	1.42	-	 < 0.01	4.06E-01
positive regulation of DNA-templated transcription, elongation (GO:0032786)	10	0	.23	-	 < 0.01	1.00E00
intracellular protein transmembrane transport (GO:0065002)	17	0	.39	-	 < 0.01	1.00E00
regulation of DNA-templated transcription elongation (GO:0032784)	13	0	.30	-	 < 0.01	1.00E00
biogenic amine metabolic process (GO:0006576)	17	0	.39	-	 < 0.01	1.00E00
negative regulation of protein-containing complex assembly (GO:0031333)	23	0	.53	-	 < 0.01	1.00E00
regulation of non-canonical NF-kappaB signal transduction (GO:1901222)	2	0	.05	-	 < 0.01	1.00E00
tyrosine metabolic process (GO:0006570)	6	0	.14	-	 < 0.01	1.00E00
positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	10	0	.23	-	 < 0.01	1.00E00
regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	14	0	.32	-	 < 0.01	1.00E00
non-canonical NF-kappaB signal transduction (GO:0038061)	2	0	.05	-	 < 0.01	1.00E00
carbohydrate homeostasis (GO:0033500)	9	0	.21	-	 < 0.01	1.00E00
lysosome localization (GO:0032418)	5	0	.12	-	 < 0.01	1.00E00
synaptic vesicle transport (GO:0048489)	9	0	.21	-	 < 0.01	1.00E00
RNA biosynthetic process (GO:0032774)	82	0	1.90	-	 < 0.01	2.68E-01
pyrimidine nucleobase catabolic process (GO:0006208)	5	0	.12	-	 < 0.01	1.00E00
negative regulation of inflammatory response (GO:0050728)	8	0	.19	-	 < 0.01	1.00E00
regulation of inflammatory response (GO:0050727)	9	0	.21	-	 < 0.01	1.00E00
actomyosin contractile ring assembly (GO:0000915)	4	0	.09	-	 < 0.01	1.00E00
leukocyte chemotaxis (GO:0030595)	3	0	.07	-	 < 0.01	1.00E00
cytokinesis (GO:0000910)	30	0	.70	-	 < 0.01	1.00E00
neutrophil chemotaxis (GO:0030593)	3	0	.07	-	 < 0.01	1.00E00
oogenesis (GO:0048477)	7	0	.16	-	 < 0.01	1.00E00
secondary alcohol biosynthetic process (GO:1902653)	7	0	.16	-	 < 0.01	1.00E00
secondary alcohol metabolic process (GO:1902652)	17	0	.39	-	 < 0.01	1.00E00
execution phase of apoptosis (GO:0097194)	8	0	.19	-	 < 0.01	1.00E00
extrinsic apoptotic signaling pathway (GO:0097191)	12	0	.28	-	 < 0.01	1.00E00
positive regulation of protein secretion (GO:0050714)	1	0	.02	-	 < 0.01	1.00E00
poly(A)+ mRNA export from nucleus (GO:0016973)	11	0	.26	-	 < 0.01	1.00E00
feeding behavior (GO:0007631)	4	0	.09	-	 < 0.01	1.00E00
amelogenesis (GO:0097186)	2	0	.05	-	 < 0.01	1.00E00
lipopolysaccharide-mediated signaling pathway (GO:0031663)	1	0	.02	-	 < 0.01	1.00E00
regulation of protein secretion (GO:0050708)	7	0	.16	-	 < 0.01	1.00E00
erythrocyte differentiation (GO:0030218)	5	0	.12	-	 < 0.01	1.00E00
T cell differentiation (GO:0030217)	6	0	.14	-	 < 0.01	1.00E00
Rac protein signal transduction (GO:0016601)	3	0	.07	-	 < 0.01	1.00E00
circadian rhythm (GO:0007623)	22	0	.51	-	 < 0.01	1.00E00
