PANTHER GO-Slim Biological Process	background_genes.fst.txt - REFLIST (11890)	(327)	(expected)	(over/under)	(fold Enrichment)	P-value
regulation of mitotic cell cycle phase transition (GO:1901990)	54	0	1.49	-	 < 0.01	4.06E-01
muscle structure development (GO:0061061)	58	0	1.60	-	 < 0.01	4.11E-01
myeloid leukocyte activation (GO:0002274)	2	0	.06	-	 < 0.01	1.00E00
visual system development (GO:0150063)	31	0	.85	-	 < 0.01	1.00E00
cellular response to light stimulus (GO:0071482)	8	0	.22	-	 < 0.01	1.00E00
negative regulation of intrinsic apoptotic signaling pathway (GO:2001243)	4	0	.11	-	 < 0.01	1.00E00
regulation of intrinsic apoptotic signaling pathway (GO:2001242)	7	0	.19	-	 < 0.01	1.00E00
response to oxidative stress (GO:0006979)	22	0	.61	-	 < 0.01	1.00E00
SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	7	0	.19	-	 < 0.01	1.00E00
interstrand cross-link repair (GO:0036297)	11	0	.30	-	 < 0.01	1.00E00
cotranslational protein targeting to membrane (GO:0006613)	7	0	.19	-	 < 0.01	1.00E00
protein export from nucleus (GO:0006611)	10	0	.28	-	 < 0.01	1.00E00
epithelial cilium movement involved in extracellular fluid movement (GO:0003351)	2	0	.06	-	 < 0.01	1.00E00
response to osmotic stress (GO:0006970)	4	0	.11	-	 < 0.01	1.00E00
cell activation involved in immune response (GO:0002263)	3	0	.08	-	 < 0.01	1.00E00
positive regulation of extrinsic apoptotic signaling pathway (GO:2001238)	4	0	.11	-	 < 0.01	1.00E00
positive regulation of apoptotic signaling pathway (GO:2001235)	8	0	.22	-	 < 0.01	1.00E00
NLS-bearing protein import into nucleus (GO:0006607)	10	0	.28	-	 < 0.01	1.00E00
protein import into nucleus (GO:0006606)	36	0	.99	-	 < 0.01	6.26E-01
organic hydroxy compound biosynthetic process (GO:1901617)	42	0	1.16	-	 < 0.01	6.31E-01
sensory system development (GO:0048880)	31	0	.85	-	 < 0.01	1.00E00
G2/M transition of mitotic cell cycle (GO:0000086)	3	0	.08	-	 < 0.01	1.00E00
negative regulation of cell motility (GO:2000146)	10	0	.28	-	 < 0.01	1.00E00
cilium movement (GO:0003341)	19	0	.52	-	 < 0.01	1.00E00
miRNA processing (GO:0035196)	12	0	.33	-	 < 0.01	1.00E00
amino sugar catabolic process (GO:0046348)	3	0	.08	-	 < 0.01	1.00E00
protein K48-linked deubiquitination (GO:0071108)	3	0	.08	-	 < 0.01	1.00E00
immune effector process (GO:0002252)	9	0	.25	-	 < 0.01	1.00E00
regulatory ncRNA-mediated post-transcriptional gene silencing (GO:0035194)	9	0	.25	-	 < 0.01	1.00E00
adaptive immune response (GO:0002250)	8	0	.22	-	 < 0.01	1.00E00
DNA conformation change (GO:0071103)	15	0	.41	-	 < 0.01	1.00E00
spermatid differentiation (GO:0048515)	4	0	.11	-	 < 0.01	1.00E00
humoral immune response (GO:0006959)	7	0	.19	-	 < 0.01	1.00E00
nucleobase-containing compound transport (GO:0015931)	57	0	1.57	-	 < 0.01	4.10E-01
rhythmic process (GO:0048511)	23	0	.63	-	 < 0.01	1.00E00
alpha-amino acid biosynthetic process (GO:1901607)	23	0	.63	-	 < 0.01	1.00E00
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	22	0	.61	-	 < 0.01	1.00E00
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	12	0	.33	-	 < 0.01	1.00E00
multicellular organismal-level homeostasis (GO:0048871)	12	0	.33	-	 < 0.01	1.00E00
complement activation (GO:0006956)	4	0	.11	-	 < 0.01	1.00E00
regulation of ERK1 and ERK2 cascade (GO:0070372)	16	0	.44	-	 < 0.01	1.00E00
DNA replication checkpoint signaling (GO:0000076)	8	0	.22	-	 < 0.01	1.00E00
inflammatory response (GO:0006954)	20	0	.55	-	 < 0.01	1.00E00
negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)	6	0	.17	-	 < 0.01	1.00E00
mitotic sister chromatid segregation (GO:0000070)	37	0	1.02	-	 < 0.01	6.27E-01
positive regulation of JNK cascade (GO:0046330)	8	0	.22	-	 < 0.01	1.00E00
syncytium formation (GO:0006949)	3	0	.08	-	 < 0.01	1.00E00
response to molecule of bacterial origin (GO:0002237)	14	0	.39	-	 < 0.01	1.00E00
regulation of JNK cascade (GO:0046328)	12	0	.33	-	 < 0.01	1.00E00
cilium movement involved in cell motility (GO:0060294)	10	0	.28	-	 < 0.01	1.00E00
sterol transport (GO:0015918)	16	0	.44	-	 < 0.01	1.00E00
regulation of muscle contraction (GO:0006937)	9	0	.25	-	 < 0.01	1.00E00
negative regulation of cysteine-type endopeptidase activity (GO:2000117)	3	0	.08	-	 < 0.01	1.00E00
regulation of cysteine-type endopeptidase activity (GO:2000116)	20	0	.55	-	 < 0.01	1.00E00
ribosomal subunit export from nucleus (GO:0000054)	8	0	.22	-	 < 0.01	1.00E00
pyridine-containing compound metabolic process (GO:0072524)	31	0	.85	-	 < 0.01	1.00E00
endoplasmic reticulum unfolded protein response (GO:0030968)	18	0	.50	-	 < 0.01	1.00E00
toll-like receptor signaling pathway (GO:0002224)	4	0	.11	-	 < 0.01	1.00E00
pattern recognition receptor signaling pathway (GO:0002221)	12	0	.33	-	 < 0.01	1.00E00
cilium-dependent cell motility (GO:0060285)	14	0	.39	-	 < 0.01	1.00E00
regulation of cell development (GO:0060284)	51	0	1.40	-	 < 0.01	4.05E-01
long-chain fatty acid transport (GO:0015909)	4	0	.11	-	 < 0.01	1.00E00
fatty acid transport (GO:0015908)	19	0	.52	-	 < 0.01	1.00E00
transition metal ion transport (GO:0000041)	36	0	.99	-	 < 0.01	6.26E-01
endoplasmic reticulum tubular network organization (GO:0071786)	10	0	.28	-	 < 0.01	1.00E00
male sex differentiation (GO:0046661)	1	0	.03	-	 < 0.01	1.00E00
protein localization to Golgi apparatus (GO:0034067)	9	0	.25	-	 < 0.01	1.00E00
inner ear development (GO:0048839)	2	0	.06	-	 < 0.01	1.00E00
establishment of spindle orientation (GO:0051294)	10	0	.28	-	 < 0.01	1.00E00
establishment of spindle localization (GO:0051293)	17	0	.47	-	 < 0.01	1.00E00
sarcomere organization (GO:0045214)	15	0	.41	-	 < 0.01	1.00E00
activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919)	12	0	.33	-	 < 0.01	1.00E00
apoptotic process (GO:0006915)	55	0	1.51	-	 < 0.01	4.07E-01
nucleocytoplasmic transport (GO:0006913)	78	0	2.15	-	 < 0.01	2.80E-01
phagocytosis, engulfment (GO:0006911)	7	0	.19	-	 < 0.01	1.00E00
pyridine nucleotide metabolic process (GO:0019362)	30	0	.83	-	 < 0.01	1.00E00
protein N-linked glycosylation via asparagine (GO:0018279)	10	0	.28	-	 < 0.01	1.00E00
somatic diversification of immune receptors via germline recombination within a single locus (GO:0002562)	2	0	.06	-	 < 0.01	1.00E00
somatic diversification of immune receptors (GO:0002200)	2	0	.06	-	 < 0.01	1.00E00
response to fibroblast growth factor (GO:0071774)	24	0	.66	-	 < 0.01	1.00E00
lymphocyte proliferation (GO:0046651)	1	0	.03	-	 < 0.01	1.00E00
regulation of macrophage activation (GO:0043030)	1	0	.03	-	 < 0.01	1.00E00
triglyceride homeostasis (GO:0070328)	5	0	.14	-	 < 0.01	1.00E00
phagocytosis (GO:0006909)	19	0	.52	-	 < 0.01	1.00E00
ribosomal large subunit assembly (GO:0000027)	8	0	.22	-	 < 0.01	1.00E00
spliceosomal snRNP assembly (GO:0000387)	14	0	.39	-	 < 0.01	1.00E00
vesicle targeting (GO:0006903)	8	0	.22	-	 < 0.01	1.00E00
regulation of alternative mRNA splicing, via spliceosome (GO:0000381)	22	0	.61	-	 < 0.01	1.00E00
alternative mRNA splicing, via spliceosome (GO:0000380)	6	0	.17	-	 < 0.01	1.00E00
regulation of release of sequestered calcium ion into cytosol (GO:0051279)	4	0	.11	-	 < 0.01	1.00E00
nuclear membrane organization (GO:0071763)	4	0	.11	-	 < 0.01	1.00E00
central nervous system neuron differentiation (GO:0021953)	5	0	.14	-	 < 0.01	1.00E00
dendrite morphogenesis (GO:0048813)	2	0	.06	-	 < 0.01	1.00E00
granulocyte migration (GO:0097530)	3	0	.08	-	 < 0.01	1.00E00
anatomical structure homeostasis (GO:0060249)	4	0	.11	-	 < 0.01	1.00E00
camera-type eye development (GO:0043010)	24	0	.66	-	 < 0.01	1.00E00
telomere localization (GO:0034397)	1	0	.03	-	 < 0.01	1.00E00
protein depolymerization (GO:0051261)	23	0	.63	-	 < 0.01	1.00E00
myeloid leukocyte migration (GO:0097529)	3	0	.08	-	 < 0.01	1.00E00
regulation of leukocyte proliferation (GO:0070663)	5	0	.14	-	 < 0.01	1.00E00
reproduction (GO:0000003)	77	0	2.12	-	 < 0.01	2.78E-01
leukocyte proliferation (GO:0070661)	1	0	.03	-	 < 0.01	1.00E00
motile cilium assembly (GO:0044458)	4	0	.11	-	 < 0.01	1.00E00
mitochondrial genome maintenance (GO:0000002)	6	0	.17	-	 < 0.01	1.00E00
snRNA metabolic process (GO:0016073)	26	0	.72	-	 < 0.01	1.00E00
rRNA metabolic process (GO:0016072)	90	0	2.48	-	 < 0.01	1.82E-01
centriole replication (GO:0007099)	9	0	.25	-	 < 0.01	1.00E00
nuclear migration (GO:0007097)	10	0	.28	-	 < 0.01	1.00E00
chordate embryonic development (GO:0043009)	23	0	.63	-	 < 0.01	1.00E00
mitotic G2 DNA damage checkpoint signaling (GO:0007095)	8	0	.22	-	 < 0.01	1.00E00
mitotic spindle assembly checkpoint signaling (GO:0007094)	9	0	.25	-	 < 0.01	1.00E00
regulation of mitotic spindle organization (GO:0060236)	2	0	.06	-	 < 0.01	1.00E00
mitotic cell cycle checkpoint signaling (GO:0007093)	25	0	.69	-	 < 0.01	1.00E00
metaphase/anaphase transition of mitotic cell cycle (GO:0007091)	2	0	.06	-	 < 0.01	1.00E00
Golgi to plasma membrane protein transport (GO:0043001)	7	0	.19	-	 < 0.01	1.00E00
response to temperature stimulus (GO:0009266)	12	0	.33	-	 < 0.01	1.00E00
purine nucleoside metabolic process (GO:0042278)	7	0	.19	-	 < 0.01	1.00E00
negative regulation of lymphocyte activation (GO:0051250)	5	0	.14	-	 < 0.01	1.00E00
ribosomal small subunit biogenesis (GO:0042274)	44	0	1.21	-	 < 0.01	6.35E-01
ribosomal large subunit biogenesis (GO:0042273)	40	0	1.10	-	 < 0.01	6.29E-01
negative regulation of DNA-templated transcription (GO:0045892)	152	0	4.18	-	 < 0.01	2.33E-02
cardiac muscle cell action potential involved in contraction (GO:0086002)	5	0	.14	-	 < 0.01	1.00E00
cell-cell fusion (GO:0140253)	3	0	.08	-	 < 0.01	1.00E00
immunoglobulin mediated immune response (GO:0016064)	2	0	.06	-	 < 0.01	1.00E00
regulation of mitotic nuclear division (GO:0007088)	25	0	.69	-	 < 0.01	1.00E00
regulation of metaphase/anaphase transition of cell cycle (GO:1902099)	16	0	.44	-	 < 0.01	1.00E00
immune system development (GO:0002520)	5	0	.14	-	 < 0.01	1.00E00
forebrain development (GO:0030900)	11	0	.30	-	 < 0.01	1.00E00
mitotic metaphase chromosome alignment (GO:0007080)	5	0	.14	-	 < 0.01	1.00E00
negative regulation of translation (GO:0017148)	14	0	.39	-	 < 0.01	1.00E00
regulation of natural killer cell mediated cytotoxicity (GO:0042269)	2	0	.06	-	 < 0.01	1.00E00
negative regulation of multicellular organismal process (GO:0051241)	33	0	.91	-	 < 0.01	1.00E00
positive regulation of TORC1 signaling (GO:1904263)	12	0	.33	-	 < 0.01	1.00E00
glucan biosynthetic process (GO:0009250)	2	0	.06	-	 < 0.01	1.00E00
protein modification by small protein removal (GO:0070646)	64	0	1.76	-	 < 0.01	4.25E-01
hexose biosynthetic process (GO:0019319)	8	0	.22	-	 < 0.01	1.00E00
hexose metabolic process (GO:0019318)	23	0	.63	-	 < 0.01	1.00E00
mannosylation (GO:0097502)	8	0	.22	-	 < 0.01	1.00E00
regulation of lymphocyte migration (GO:2000401)	3	0	.08	-	 < 0.01	1.00E00
carbohydrate catabolic process (GO:0016052)	28	0	.77	-	 < 0.01	1.00E00
mitotic chromosome condensation (GO:0007076)	7	0	.19	-	 < 0.01	1.00E00
regulation of centrosome cycle (GO:0046605)	6	0	.17	-	 < 0.01	1.00E00
establishment of RNA localization (GO:0051236)	37	0	1.02	-	 < 0.01	6.27E-01
spindle elongation (GO:0051231)	7	0	.19	-	 < 0.01	1.00E00
ribosome biogenesis (GO:0042254)	121	0	3.33	-	 < 0.01	8.31E-02
cell growth (GO:0016049)	5	0	.14	-	 < 0.01	1.00E00
actin polymerization or depolymerization (GO:0008154)	29	0	.80	-	 < 0.01	1.00E00
cell cycle DNA replication (GO:0044786)	12	0	.33	-	 < 0.01	1.00E00
metaphase/anaphase transition of cell cycle (GO:0044784)	2	0	.06	-	 < 0.01	1.00E00
mitotic sister chromatid cohesion (GO:0007064)	8	0	.22	-	 < 0.01	1.00E00
septin cytoskeleton organization (GO:0032185)	3	0	.08	-	 < 0.01	1.00E00
peptidyl-tyrosine modification (GO:0018212)	9	0	.25	-	 < 0.01	1.00E00
spindle assembly (GO:0051225)	24	0	.66	-	 < 0.01	1.00E00
developmental growth involved in morphogenesis (GO:0060560)	5	0	.14	-	 < 0.01	1.00E00
regeneration (GO:0031099)	2	0	.06	-	 < 0.01	1.00E00
regulation of protein transport (GO:0051223)	13	0	.36	-	 < 0.01	1.00E00
positive regulation of protein transport (GO:0051222)	4	0	.11	-	 < 0.01	1.00E00
detection of chemical stimulus (GO:0009593)	5	0	.14	-	 < 0.01	1.00E00
tissue regeneration (GO:0042246)	2	0	.06	-	 < 0.01	1.00E00
positive regulation of proteolysis (GO:0045862)	40	0	1.10	-	 < 0.01	6.29E-01
nuclear DNA replication (GO:0033260)	12	0	.33	-	 < 0.01	1.00E00
mitotic DNA integrity checkpoint signaling (GO:0044774)	13	0	.36	-	 < 0.01	1.00E00
mitotic DNA damage checkpoint signaling (GO:0044773)	13	0	.36	-	 < 0.01	1.00E00
protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043328)	7	0	.19	-	 < 0.01	1.00E00
membrane assembly (GO:0071709)	12	0	.33	-	 < 0.01	1.00E00
cartilage development (GO:0051216)	10	0	.28	-	 < 0.01	1.00E00
nucleotide-sugar metabolic process (GO:0009225)	7	0	.19	-	 < 0.01	1.00E00
morphogenesis of a branching structure (GO:0001763)	1	0	.03	-	 < 0.01	1.00E00
protein K11-linked ubiquitination (GO:0070979)	7	0	.19	-	 < 0.01	1.00E00
glucose homeostasis (GO:0042593)	9	0	.25	-	 < 0.01	1.00E00
aerobic electron transport chain (GO:0019646)	4	0	.11	-	 < 0.01	1.00E00
cell-substrate junction assembly (GO:0007044)	1	0	.03	-	 < 0.01	1.00E00
cell-cell junction assembly (GO:0007043)	35	0	.96	-	 < 0.01	1.00E00
lysosomal transport (GO:0007041)	19	0	.52	-	 < 0.01	1.00E00
lysosome organization (GO:0007040)	14	0	.39	-	 < 0.01	1.00E00
protein insertion into membrane (GO:0051205)	4	0	.11	-	 < 0.01	1.00E00
adherens junction organization (GO:0034332)	23	0	.63	-	 < 0.01	1.00E00
negative regulation of mitotic metaphase/anaphase transition (GO:0045841)	9	0	.25	-	 < 0.01	1.00E00
positive regulation of mitotic nuclear division (GO:0045840)	10	0	.28	-	 < 0.01	1.00E00
ERAD pathway (GO:0036503)	35	0	.96	-	 < 0.01	1.00E00
response to reactive oxygen species (GO:0000302)	7	0	.19	-	 < 0.01	1.00E00
meiosis I cell cycle process (GO:0061982)	27	0	.74	-	 < 0.01	1.00E00
vacuolar acidification (GO:0007035)	9	0	.25	-	 < 0.01	1.00E00
vacuolar transport (GO:0007034)	61	0	1.68	-	 < 0.01	4.17E-01
skeletal muscle organ development (GO:0060538)	16	0	.44	-	 < 0.01	1.00E00
muscle tissue development (GO:0060537)	30	0	.83	-	 < 0.01	1.00E00
endosome organization (GO:0007032)	13	0	.36	-	 < 0.01	1.00E00
peroxisome organization (GO:0007031)	20	0	.55	-	 < 0.01	1.00E00
cell junction assembly (GO:0034329)	58	0	1.60	-	 < 0.01	4.11E-01
purine ribonucleoside triphosphate biosynthetic process (GO:0009206)	1	0	.03	-	 < 0.01	1.00E00
purine ribonucleoside triphosphate metabolic process (GO:0009205)	19	0	.52	-	 < 0.01	1.00E00
positive regulation of cell development (GO:0010720)	33	0	.91	-	 < 0.01	1.00E00
fertilization (GO:0009566)	5	0	.14	-	 < 0.01	1.00E00
negative regulation of mitotic nuclear division (GO:0045839)	9	0	.25	-	 < 0.01	1.00E00
ribonucleoside triphosphate biosynthetic process (GO:0009201)	3	0	.08	-	 < 0.01	1.00E00
retinol metabolic process (GO:0042572)	2	0	.06	-	 < 0.01	1.00E00
translesion synthesis (GO:0019985)	10	0	.28	-	 < 0.01	1.00E00
pattern specification process (GO:0007389)	57	0	1.57	-	 < 0.01	4.10E-01
protein transmembrane import into intracellular organelle (GO:0044743)	21	0	.58	-	 < 0.01	1.00E00
activation of protein kinase activity (GO:0032147)	5	0	.14	-	 < 0.01	1.00E00
microtubule nucleation (GO:0007020)	16	0	.44	-	 < 0.01	1.00E00
positive regulation of adaptive immune response (GO:0002821)	1	0	.03	-	 < 0.01	1.00E00
mismatch repair (GO:0006298)	10	0	.28	-	 < 0.01	1.00E00
Arp2/3 complex-mediated actin nucleation (GO:0034314)	12	0	.33	-	 < 0.01	1.00E00
pre-miRNA processing (GO:0031054)	6	0	.17	-	 < 0.01	1.00E00
primary miRNA processing (GO:0031053)	2	0	.06	-	 < 0.01	1.00E00
dendrite development (GO:0016358)	8	0	.22	-	 < 0.01	1.00E00
microtubule depolymerization (GO:0007019)	10	0	.28	-	 < 0.01	1.00E00
microtubule-based movement (GO:0007018)	100	0	2.75	-	 < 0.01	1.18E-01
epigenetic regulation of gene expression (GO:0040029)	33	0	.91	-	 < 0.01	1.00E00
dicarboxylic acid metabolic process (GO:0043648)	12	0	.33	-	 < 0.01	1.00E00
response to lipopolysaccharide (GO:0032496)	14	0	.39	-	 < 0.01	1.00E00
nucleotide-excision repair (GO:0006289)	18	0	.50	-	 < 0.01	1.00E00
membrane depolarization (GO:0051899)	21	0	.58	-	 < 0.01	1.00E00
positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction (GO:0051897)	14	0	.39	-	 < 0.01	1.00E00
regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction (GO:0051896)	16	0	.44	-	 < 0.01	1.00E00
base-excision repair (GO:0006284)	11	0	.30	-	 < 0.01	1.00E00
negative regulation of gene expression, epigenetic (GO:0045814)	26	0	.72	-	 < 0.01	1.00E00
protein K48-linked ubiquitination (GO:0070936)	9	0	.25	-	 < 0.01	1.00E00
inner mitochondrial membrane organization (GO:0007007)	11	0	.30	-	 < 0.01	1.00E00
mitochondrial membrane organization (GO:0007006)	14	0	.39	-	 < 0.01	1.00E00
determination of left/right symmetry (GO:0007368)	2	0	.06	-	 < 0.01	1.00E00
regulation of cilium assembly (GO:1902017)	5	0	.14	-	 < 0.01	1.00E00
telomere maintenance via telomerase (GO:0007004)	6	0	.17	-	 < 0.01	1.00E00
vesicle targeting, to, from or within Golgi (GO:0048199)	4	0	.11	-	 < 0.01	1.00E00
polyadenylation-dependent ncRNA catabolic process (GO:0043634)	3	0	.08	-	 < 0.01	1.00E00
negative regulation of locomotion (GO:0040013)	10	0	.28	-	 < 0.01	1.00E00
nucleobase-containing small molecule catabolic process (GO:0034656)	8	0	.22	-	 < 0.01	1.00E00
positive regulation of endocytosis (GO:0045807)	2	0	.06	-	 < 0.01	1.00E00
negative regulation of protein ubiquitination (GO:0031397)	6	0	.17	-	 < 0.01	1.00E00
negative regulation of endocytosis (GO:0045806)	4	0	.11	-	 < 0.01	1.00E00
DNA strand elongation involved in DNA replication (GO:0006271)	12	0	.33	-	 < 0.01	1.00E00
DNA replication initiation (GO:0006270)	15	0	.41	-	 < 0.01	1.00E00
tumor necrosis factor-mediated signaling pathway (GO:0033209)	4	0	.11	-	 < 0.01	1.00E00
reciprocal homologous recombination (GO:0140527)	20	0	.55	-	 < 0.01	1.00E00
regulation of insulin secretion (GO:0050796)	5	0	.14	-	 < 0.01	1.00E00
sexual reproduction (GO:0019953)	74	0	2.04	-	 < 0.01	2.72E-01
regulation of plasma membrane bounded cell projection assembly (GO:0120032)	23	0	.63	-	 < 0.01	1.00E00
intraciliary transport involved in cilium assembly (GO:0035735)	3	0	.08	-	 < 0.01	1.00E00
growth (GO:0040007)	7	0	.19	-	 < 0.01	1.00E00
cell fate specification (GO:0001708)	28	0	.77	-	 < 0.01	1.00E00
mesoderm formation (GO:0001707)	7	0	.19	-	 < 0.01	1.00E00
DNA unwinding involved in DNA replication (GO:0006268)	7	0	.19	-	 < 0.01	1.00E00
establishment of mitotic spindle localization (GO:0040001)	13	0	.36	-	 < 0.01	1.00E00
positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)	5	0	.14	-	 < 0.01	1.00E00
post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery (GO:0000973)	2	0	.06	-	 < 0.01	1.00E00
transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery (GO:0000972)	4	0	.11	-	 < 0.01	1.00E00
regulation of mitotic cell cycle (GO:0007346)	81	0	2.23	-	 < 0.01	1.76E-01
regulation of cytokinesis (GO:0032465)	5	0	.14	-	 < 0.01	1.00E00
intraciliary retrograde transport (GO:0035721)	6	0	.17	-	 < 0.01	1.00E00
carbohydrate derivative transport (GO:1901264)	23	0	.63	-	 < 0.01	1.00E00
amide transport (GO:0042886)	10	0	.28	-	 < 0.01	1.00E00
regulation of dendrite development (GO:0050773)	12	0	.33	-	 < 0.01	1.00E00
positive regulation of axonogenesis (GO:0050772)	7	0	.19	-	 < 0.01	1.00E00
cGMP-mediated signaling (GO:0019934)	2	0	.06	-	 < 0.01	1.00E00
binding of sperm to zona pellucida (GO:0007339)	1	0	.03	-	 < 0.01	1.00E00
bone mineralization (GO:0030282)	1	0	.03	-	 < 0.01	1.00E00
single fertilization (GO:0007338)	5	0	.14	-	 < 0.01	1.00E00
regulation of neuronal synaptic plasticity (GO:0048168)	8	0	.22	-	 < 0.01	1.00E00
cellular response to unfolded protein (GO:0034620)	19	0	.52	-	 < 0.01	1.00E00
mitochondrial protein processing (GO:0034982)	4	0	.11	-	 < 0.01	1.00E00
positive regulation of neurogenesis (GO:0050769)	21	0	.58	-	 < 0.01	1.00E00
regulation of neurogenesis (GO:0050767)	35	0	.96	-	 < 0.01	1.00E00
intermembrane lipid transfer (GO:0120009)	2	0	.06	-	 < 0.01	1.00E00
regulation of canonical Wnt signaling pathway (GO:0060828)	41	0	1.13	-	 < 0.01	6.30E-01
negative regulation of cAMP-mediated signaling (GO:0043951)	2	0	.06	-	 < 0.01	1.00E00
polyamine biosynthetic process (GO:0006596)	6	0	.17	-	 < 0.01	1.00E00
polyamine metabolic process (GO:0006595)	7	0	.19	-	 < 0.01	1.00E00
response to tumor necrosis factor (GO:0034612)	7	0	.19	-	 < 0.01	1.00E00
chromosome condensation (GO:0030261)	8	0	.22	-	 < 0.01	1.00E00
melanosome organization (GO:0032438)	5	0	.14	-	 < 0.01	1.00E00
positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)	15	0	.41	-	 < 0.01	1.00E00
negative regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032435)	4	0	.11	-	 < 0.01	1.00E00
regulation of cAMP-mediated signaling (GO:0043949)	2	0	.06	-	 < 0.01	1.00E00
cellular response to heat (GO:0034605)	5	0	.14	-	 < 0.01	1.00E00
catecholamine metabolic process (GO:0006584)	5	0	.14	-	 < 0.01	1.00E00
regulation of cell killing (GO:0031341)	2	0	.06	-	 < 0.01	1.00E00
negative regulation of RNA biosynthetic process (GO:1902679)	152	0	4.18	-	 < 0.01	2.33E-02
protein-DNA complex assembly (GO:0065004)	32	0	.88	-	 < 0.01	1.00E00
positive regulation of DNA-templated transcription, elongation (GO:0032786)	10	0	.28	-	 < 0.01	1.00E00
intracellular protein transmembrane transport (GO:0065002)	17	0	.47	-	 < 0.01	1.00E00
regulation of DNA-templated transcription elongation (GO:0032784)	13	0	.36	-	 < 0.01	1.00E00
biogenic amine metabolic process (GO:0006576)	17	0	.47	-	 < 0.01	1.00E00
negative regulation of protein-containing complex assembly (GO:0031333)	23	0	.63	-	 < 0.01	1.00E00
regulation of non-canonical NF-kappaB signal transduction (GO:1901222)	2	0	.06	-	 < 0.01	1.00E00
tyrosine metabolic process (GO:0006570)	6	0	.17	-	 < 0.01	1.00E00
positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	10	0	.28	-	 < 0.01	1.00E00
regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	14	0	.39	-	 < 0.01	1.00E00
non-canonical NF-kappaB signal transduction (GO:0038061)	2	0	.06	-	 < 0.01	1.00E00
carbohydrate homeostasis (GO:0033500)	9	0	.25	-	 < 0.01	1.00E00
lysosome localization (GO:0032418)	5	0	.14	-	 < 0.01	1.00E00
synaptic vesicle transport (GO:0048489)	9	0	.25	-	 < 0.01	1.00E00
regulation of monoatomic ion transmembrane transporter activity (GO:0032412)	40	0	1.10	-	 < 0.01	6.29E-01
positive regulation of transporter activity (GO:0032411)	12	0	.33	-	 < 0.01	1.00E00
pyrimidine nucleobase catabolic process (GO:0006208)	5	0	.14	-	 < 0.01	1.00E00
pyrimidine nucleobase metabolic process (GO:0006206)	9	0	.25	-	 < 0.01	1.00E00
negative regulation of inflammatory response (GO:0050728)	8	0	.22	-	 < 0.01	1.00E00
regulation of inflammatory response (GO:0050727)	9	0	.25	-	 < 0.01	1.00E00
myofibril assembly (GO:0030239)	25	0	.69	-	 < 0.01	1.00E00
actomyosin contractile ring assembly (GO:0000915)	4	0	.11	-	 < 0.01	1.00E00
leukocyte chemotaxis (GO:0030595)	3	0	.08	-	 < 0.01	1.00E00
neutrophil chemotaxis (GO:0030593)	3	0	.08	-	 < 0.01	1.00E00
regulation of transporter activity (GO:0032409)	42	0	1.16	-	 < 0.01	6.31E-01
oogenesis (GO:0048477)	7	0	.19	-	 < 0.01	1.00E00
secondary alcohol biosynthetic process (GO:1902653)	7	0	.19	-	 < 0.01	1.00E00
secondary alcohol metabolic process (GO:1902652)	17	0	.47	-	 < 0.01	1.00E00
execution phase of apoptosis (GO:0097194)	8	0	.22	-	 < 0.01	1.00E00
intrinsic apoptotic signaling pathway (GO:0097193)	17	0	.47	-	 < 0.01	1.00E00
extrinsic apoptotic signaling pathway (GO:0097191)	12	0	.33	-	 < 0.01	1.00E00
apoptotic signaling pathway (GO:0097190)	29	0	.80	-	 < 0.01	1.00E00
positive regulation of protein secretion (GO:0050714)	1	0	.03	-	 < 0.01	1.00E00
poly(A)+ mRNA export from nucleus (GO:0016973)	11	0	.30	-	 < 0.01	1.00E00
feeding behavior (GO:0007631)	4	0	.11	-	 < 0.01	1.00E00
amelogenesis (GO:0097186)	2	0	.06	-	 < 0.01	1.00E00
lipopolysaccharide-mediated signaling pathway (GO:0031663)	1	0	.03	-	 < 0.01	1.00E00
regulation of protein secretion (GO:0050708)	7	0	.19	-	 < 0.01	1.00E00
erythrocyte differentiation (GO:0030218)	5	0	.14	-	 < 0.01	1.00E00
T cell differentiation (GO:0030217)	6	0	.17	-	 < 0.01	1.00E00
Rac protein signal transduction (GO:0016601)	3	0	.08	-	 < 0.01	1.00E00
circadian rhythm (GO:0007623)	22	0	.61	-	 < 0.01	1.00E00
receptor-mediated endocytosis (GO:0006898)	28	0	.77	-	 < 0.01	1.00E00
glutamate metabolic process (GO:0006536)	2	0	.06	-	 < 0.01	1.00E00
